Drug Name,CAS,smiles,DockingScore
Tyrothricin,1404-88-2,CC(C)CC1NC(=O)C(CCCN)NC(=O)C(NC(=O)C(Cc2ccc(O)cc2)NC(=O)C(CCC(O)=O)NC(=O)C(CC(O)=O)NC(=O)C(Cc3ccccc3)NC(=O)C(Cc4ccccc4)NC(=O)C5CCCN5C(=O)C(Cc6ccccc6)NC1=O)C(C)C,-7.4
Valsartan,137862-53-4,CCCCC(=O)N(Cc1ccc(cc1)c2ccccc2c3n[nH]nn3)[C@@H](C(C)C)C(O)=O,-7.4
Abiraterone Acetate,154229-18-2,CC(=O)OC1CCC2(C3CCC4(C(C3CC=C2C1)CC=C4C5=CN=CC=C5)C)C,-7.4
Regadenoson,313348-27-5,CNC(=O)c1cnn(c1)c2nc(N)c3ncn([C@@H]4O[C@H](CO)[C@@H](O)[C@H]4O)c3n2,-7.4
Dienogest,65928-58-7,C[C@]12CCC3=C4CCC(=O)C=C4CC[C@H]3[C@@H]1CC[C@@]2(O)CC#N,-7.4
Ulipristal acetate,126784-99-4,CC(=O)C1(CCC2C1(CC(C3=C4CCC(=O)C=C4CCC23)C5=CC=C(C=C5)N(C)C)C)OC(=O)C,-7.4
"Temsirolimus (CCI-779, NSC 683864)",162635-04-3,CC1CCC2CC(C(=CC=CC=CC(CC(C(=O)C(C(C(=CC(C(=O)CC(OC(=O)C3CCCCN3C(=O)C(=O)C1(O2)O)C(C)CC4CCC(C(C4)OC)OC(=O)C(C)(CO)CO)C)C)O)OC)C)C)C)OC,-7.4
Crizotinib (PF-02341066),877399-52-5,CC(C1=C(C=CC(=C1Cl)F)Cl)OC2=C(N=CC(=C2)C3=CN(N=C3)C4CCNCC4)N,-7.4
Enalapril,75847-73-3,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N2CCC[C@H]2C(O)=O,-7.4
Norethindrone,68-22-4,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@H]34)[C@@H]1CC[C@@]2(O)C#C,-7.4
Desonide,638-94-8,CC1(C)O[C@@H]2C[C@H]3C4CCC5=CC(=O)C=CC5(C)[C@H]4C(O)CC3(C)[C@@]2(O1)C(=O)CO,-7.4
Estradiol,50-28-2,C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CC[C@@H]2O,-7.4
Cloxacillin sodium monohydrate,7081-44-9,CC1=C(C(=NO1)C2=CC=CC=C2Cl)C(=O)NC3C4N(C3=O)C(C(S4)(C)C)C(=O)[O-].O.[Na+],-7.4
Aquacrine,53-16-7,C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CCC2=O,-7.4
Clevidipine butyrate,167221-71-8,CCCC(=O)OCOC(=O)C1=C(NC(=C(C1C2=C(C(=CC=C2)Cl)Cl)C(=O)OC)C)C,-7.4
Chenodeoxycholic acid,474-25-9,CC(CCC(=O)O)C1CCC2C1(CCC3C2C(CC4C3(CCC(C4)O)C)O)C,-7.4
Triamcinolone,124-94-7,C[C@]12C[C@H](O)[C@@]3(F)[C@@H](CCC4=CC(=O)C=C[C@]34C)[C@@H]1C[C@@H](O)[C@]2(O)C(=O)CO,-7.4
Reserpine,50-55-5,CO[C@H]1[C@@H](C[C@@H]2CN3CCc4c([nH]c5cc(OC)ccc45)[C@H]3C[C@@H]2[C@@H]1C(=O)OC)OC(=O)c6cc(OC)c(OC)c(OC)c6,-7.4
Niclosamide,50-65-7,Oc1ccc(Cl)cc1C(=O)Nc2ccc(cc2Cl)[N+]([O-])=O,-7.4
Finasteride,98319-26-7,CC(C)(C)NC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4NC(=O)C=C[C@]4(C)[C@H]3CC[C@]12C,-7.4
Sulindac,38194-50-2,CC\1=C(CC(O)=O)c2cc(F)ccc2C1=C\c3ccc(cc3)[S](C)=O,-7.4
Valdecoxib,181695-72-7,Cc1onc(c2ccccc2)c1c3ccc(cc3)[S](N)(=O)=O,-7.4
Etoposide,33419-42-0,COc1cc(cc(OC)c1O)[C@H]2[C@@H]3C(COC3=O)[C@H](O[C@@H]4O[C@@H]5CO[C@@H](C)O[C@H]5[C@H](O)[C@H]4O)c6cc7OCOc7cc26,-7.4
Ceritinib,1032900-25-6,CC1=CC(=C(C=C1C2CCNCC2)OC(C)C)NC3=NC=C(C(=N3)NC4=CC=CC=C4S(=O)(=O)C(C)C)Cl,-7.3
Delavirdine,136817-59-9,CC(C)Nc1cccnc1N2CCN(CC2)C(=O)c3[nH]c4ccc(N[S](C)(=O)=O)cc4c3,-7.3
Montelukast,158966-92-8,CC(C)(O)c1ccccc1CC[C@@H](SCC2(CC2)CC(O)=O)c3cccc(\C=C\c4ccc5ccc(Cl)cc5n4)c3,-7.3
Delafloxacin,189279-58-1,C1C(CN1C2=C(C=C3C(=C2Cl)N(C=C(C3=O)C(=O)O)C4=C(C=C(C(=N4)N)F)F)F)O,-7.3
(R)-Bicalutamide,113299-40-4,CC(CS(=O)(=O)C1=CC=C(C=C1)F)(C(=O)NC2=CC(=C(C=C2)C#N)C(F)(F)F)O,-7.3
Copanlisib,1032568-63-0,COC1=C(C=CC2=C3NCCN3C(=NC(=O)C4=CN=C(N=C4)N)N=C21)OCCCN5CCOCC5,-7.3
Sildenafil,139755-83-2,CCCc1nn(C)c2C(=O)N=C(Nc12)c3cc(ccc3OCC)[S](=O)(=O)N4CCN(C)CC4,-7.3
Etoposide,33419-42-0,COc1cc(cc(OC)c1O)[C@H]2[C@@H]3C(COC3=O)[C@H](O[C@@H]4O[C@@H]5CO[C@@H](C)O[C@H]5[C@H](O)[C@H]4O)c6cc7OCOc7cc26,-7.3
(E)-Ceftriaxone,73384-59-5,CN1C(=NC(=O)C(=O)N1)SCC2=C(N3C(C(C3=O)NC(=O)C(=NOC)C4=CSC(=N4)N)SC2)C(=O)O,-7.3
Vardenafil,224785-90-4,CCCc1nc(C)c2n1NC(=NC2=O)c3cc(ccc3OCC)[S](=O)(=O)N4CCN(CC)CC4,-7.3
Ent-Atorvastatin,110862-48-1,CC(C)C1=C(C(=C(N1CCC(CC(CC(=O)O)O)O)C2=CC=C(C=C2)F)C3=CC=CC=C3)C(=O)NC4=CC=CC=C4,-7.3
Vandetanib,443913-73-3,COc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCC4CCN(C)CC4,-7.3
CID 92851324,-,CCCCC(=O)OCC(=O)C1(CC(C2=C(C1)C(=C3C(=C2O)C(=O)C4=C(C3=O)C=CC=C4OC)O)OC5CC(C(C(O5)C)O)NC(=O)C(F)(F)F)O,-7.3
Cangrelor,163706-06-7,CSCCNc1nc(SCCC(F)(F)F)nc2n(cnc12)[C@@H]3O[C@H](CO[P](O)(=O)O[P](O)(=O)C(Cl)(Cl)[P](O)(O)=O)[C@@H](O)[C@H]3O,-7.3
Loperamide,53179-11-6,CN(C)C(=O)C(CCN1CCC(O)(CC1)c2ccc(Cl)cc2)(c3ccccc3)c4ccccc4,-7.3
Osimertinib,1421373-65-0,CN1C=C(C2=CC=CC=C21)C3=NC(=NC=C3)NC4=C(C=C(C(=C4)NC(=O)C=C)N(C)CCN(C)C)OC,-7.3
Doxycycline,564-25-0,O.C[C@@H]1[C@H]2[C@H](O)[C@H]3[C@H](N(C)C)C(=O)C(=C(N)/O)/C(=O)[C@@]3(O)C(=O)C2=C(O)c4c(O)cccc14,-7.3
Trospium,47608-32-2,C1CC[N+]2(C1)C3CCC2CC(C3)OC(=O)C(C4=CC=CC=C4)(C5=CC=CC=C5)O,-7.3
Eszopiclone,138729-47-2,CN1CCN(CC1)C(=O)O[C@@H]2N(C(=O)c3nccnc23)c4ccc(Cl)cn4,-7.3
"1-Methyl-N-[(1S,5S)-9-methyl-9-azabicyclo[3.3.1]nonan-3-yl]-3-indazolecarboxamide",-,CN1[C@H]2CCC[C@H]1CC(C2)NC(=O)c3nn(C)c4ccccc34,-7.3
Carbamazepine,298-46-4,NC(=O)N1c2ccccc2C=Cc3ccccc13,-7.3
Cholic acid,81-25-4,CC(CCC(=O)O)C1CCC2C1(C(CC3C2C(CC4C3(CCC(C4)O)C)O)O)C,-7.3
Haloperidol,52-86-8,OC1(CCN(CCCC(=O)c2ccc(F)cc2)CC1)c3ccc(Cl)cc3,-7.3
Finasteride,98319-26-7,CC(C)(C)NC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4NC(=O)C=C[C@]4(C)[C@H]3CC[C@]12C,-7.3
"(1S,2R,5S,7R,9R,10S,14R,15S,19S)-15-[(2R,5S,6R)-5-(Dimethylamino)-6-methyloxan-2-yl]oxy-19-ethyl-14-methyl-7-[(1R,2S,3R,4S,5R)-2,3,4-trimethoxy-5-methylcyclohexyl]oxy-20-oxatetracyclo[10.10.0.02,10.05,9]docosa-3,11-diene-13,21-dione",-,CC[C@H]1CCC[C@H](O[C@H]2CC[C@@H]([C@@H](C)O2)N(C)C)[C@@H](C)C(=O)C3=C[C@H]4[C@@H]5C[C@@H](C[C@H]5C=C[C@H]4[C@@H]3CC(=O)O1)O[C@@H]6C[C@@H](C)[C@H](OC)[C@@H](OC)[C@H]6OC,-7.3
Unii-R43D2573WO,98048-97-6,CCC(=O)OC(C(C)C)OP(=O)(CCCCC1=CC=CC=C1)CC(=O)N2CC(CC2C(=O)O)C3CCCCC3,-7.3
Diosmetin,520-34-3,COc1ccc(cc1O)C2=CC(=O)c3c(O)cc(O)cc3O2,-7.3
Dapagliflozin,461432-26-8,CCOC1=CC=C(C=C1)CC2=C(C=CC(=C2)C3C(C(C(C(O3)CO)O)O)O)Cl,-7.3
(S)-Sulindac,149116-77-8,CC1=C(C2=C(C1=CC3=CC=C(C=C3)S(=O)C)C=CC(=C2)F)CC(=O)O,-7.3
Amoxicillin,26787-78-0,O.O.O.CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccc(O)cc3)C(=O)N2[C@H]1C(O)=O,-7.3
Alprazolam,28981-97-7,Cc1nnc2CN=C(c3ccccc3)c4cc(Cl)ccc4n12,-7.3
Unii-5Q55M3D9UA,99341-02-3,CC1C(C(=O)N1S(=O)(=O)O)NC(=O)C(=NOC(C)(C)C(=O)O)C2=CSC(=N2)N,-7.3
Melengestro acetate,425-51-4,CC(=O)C1(CCC2C1(CCC3C2C=CC4=CC(=O)CCC34C)C)OC(=O)C,-7.3
Fluvastatine,93957-54-1,CC(C)N1C2=CC=CC=C2C(=C1C=CC(CC(CC(=O)O)O)O)C3=CC=C(C=C3)F,-7.3
Fluvastatin,93957-54-1,CC(C)n1c2ccccc2c(c3ccc(F)cc3)c1\C=C\[C@@H](O)C[C@H](O)CC(O)=O,-7.3
"(2S,4S)-4-Cyclohexyl-1-[2-[[(1R)-2-methyl-1-propanoyloxypropoxy]-(4-phenylbutyl)phosphoryl]acetyl]pyrrolidine-2-carboxylic acid",-,CCC(=O)OC(C(C)C)OP(=O)(CCCCC1=CC=CC=C1)CC(=O)N2CC(CC2C(=O)O)C3CCCCC3,-7.3
Hydromorphone,466-99-9,CN1CC[C@@]23[C@H]4CCC(=O)[C@@H]2Oc5c(O)ccc(C[C@@H]14)c35,-7.3
Asenapine,65576-45-6,CN1CC2C(C1)C3=C(C=CC(=C3)Cl)OC4=CC=CC=C24,-7.3
Homoharringtonine,26833-87-4,COC1=C[C@]23CCCN2CCc4cc5OCOc5cc4[C@]3(C)C1OC(=O)[C@@](O)(CCCC(C)(C)O)CC(O)=O,-7.3
Asenapine maleate,65576-45-6,CN1CC2C(C1)C3=C(C=CC(=C3)Cl)OC4=CC=CC=C24.C(=CC(=O)O)C(=O)O,-7.3
Nilutamide,63612-50-0,CC1(C)NC(=O)N(c2ccc(c(c2)C(F)(F)F)[N+]([O-])=O)C1=O,-7.3
(-)-Pantoprazole,142678-35-1,COC1=C(C(=NC=C1)CS(=O)C2=NC3=C(N2)C=C(C=C3)OC(F)F)OC,-7.3
Tafluprost,209860-87-7,CC(C)OC(=O)CCC/C=C/CC1C(O)CC(O)C1\C=C\C(F)(F)COc2ccccc2,-7.3
S-Epinastine,-,C1C2C3=CC=CC=C3CC4=CC=CC=C4N2C(=N1)N,-7.3
Mitoxantrone,65271-80-9,OCCNCCNc1ccc(NCCNCCO)c2C(=O)c3c(O)ccc(O)c3C(=O)c12,-7.3
Dextromethorphan,125-71-3,COc1ccc2C[C@H]3[C@H]4CCCC[C@@]4(CCN3C)c2c1,-7.3
Methylnaltrexone,83387-25-1,C[N+]1(CC[C@]23[C@H]4Oc5c(O)ccc(C[C@@H]1[C@]2(O)CCC4=O)c35)CC6CC6,-7.3
Apomorphine,58-00-4,CN1CCc2cccc3c2[C@H]1Cc4ccc(O)c(O)c34,-7.3
Butenafine,101828-21-1,CN(Cc1ccc(cc1)C(C)(C)C)Cc2cccc3ccccc23,-7.3
Diflunisal,22494-42-4,OC(=O)c1cc(ccc1O)c2ccc(F)cc2F,-7.3
Methoxsalen,298-81-7,COc1c2occc2cc3C=CC(=O)Oc13,-7.3
Methandrostenolone,72-63-9,C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3CC[C@]12C,-7.3
Testosterone enanthate,315-37-7,CCCCCCC(=O)OC1CCC2C1(CCC3C2CCC4=CC(=O)CCC34C)C,-7.3
Ceftazidime,72558-82-8,CC(C)(O/N=C(C(=O)N[C@H]1[C@H]2SCC(=C(N2C1=O)C([O-])=O)C[n+]3ccccc3)/c4csc(N)n4)C(O)=O,-7.3
Tropisetron hydrochloride,105826-92-4,CN1C2CCC1CC(C2)OC(=O)C3=CNC4=CC=CC=C43.Cl,-7.3
Octreotide acetate,83150-76-9,CC(C1C(=O)NC(CSSCC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N1)CCCCN)CC2=CNC3=CC=CC=C32)CC4=CC=CC=C4)NC(=O)C(CC5=CC=CC=C5)N)C(=O)NC(CO)C(C)O)O.CC(=O)O,-7.3
Glafenine,3820-67-5,OCC(O)COC(=O)c1ccccc1Nc2ccnc3cc(Cl)ccc23,-7.3
Dehydrocholic acid,81-23-2,CC(CCC(=O)O)C1CCC2C1(C(=O)CC3C2C(=O)CC4C3(CCC(=O)C4)C)C,-7.3
Prazosin hydrochloride,19237-84-4,COC1=C(C=C2C(=C1)C(=NC(=N2)N3CCN(CC3)C(=O)C4=CC=CO4)N)OC.Cl,-7.3
Olmesartan medoxomil,144689-63-4,CCCC1=NC(=C(N1CC2=CC=C(C=C2)C3=CC=CC=C3C4=NNN=N4)C(=O)OCC5=C(OC(=O)O5)C)C(C)(C)O,-7.3
Cefepime,88040-23-7,CO/N=C(C(=O)N[C@H]1[C@H]2SCC(=C(N2C1=O)C([O-])=O)C[N+]3(C)CCCC3)/c4csc(N)n4,-7.3
Indapamide,26807-65-8,CC1Cc2ccccc2N1NC(=O)c3ccc(Cl)c(c3)[S](N)(=O)=O,-7.3
Naphazoline hydrochloride,550-99-2,C1CN=C(N1)CC2=CC=CC3=CC=CC=C32.Cl,-7.3
Medroxyprogesterone,520-85-4,C[C@H]1C[C@@H]2[C@H](CC[C@@]3(C)[C@H]2CC[C@]3(O)C(C)=O)[C@@]4(C)CCC(=O)C=C14,-7.3
Pirenzepine hydrochloride,29868-97-1,CN1CCN(CC1)CC(=O)N2C3=CC=CC=C3C(=O)NC4=C2N=CC=C4.Cl.Cl,-7.3
Methandriol,521-10-8,C[C@]1(O)CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,-7.3
Thalidomide,50-35-1,O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1,-7.3
Troleandomycin,311074,CO[C@H]1C[C@@H](O[C@@H](C)[C@@H]1OC(C)=O)O[C@H]2[C@H](C)[C@@H](O[C@@H]3O[C@H](C)C[C@@H]([C@H]3OC(C)=O)N(C)C)[C@@H](C)C[C@@]4(CO4)C(=O)[C@H](C)[C@@H](OC(C)=O)[C@@H](C)[C@@H](C)OC(=O)[C@@H]2C,-7.3
Astemizole,68844-77-9,COc1ccc(CCN2CCC(CC2)Nc3nc4ccccc4n3Cc5ccc(F)cc5)cc1,-7.3
Ethoxazorutoside,30851-76-4,CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3=C(OC4=CC(=CC(=C4C3=O)O)O)C5=CC(=C(C=C5)OCCN6CCOCC6)O)O)O)O)O)O)O,-7.3
Betamethasone acetate,987-24-6,CC1CC2C3CCC4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)COC(=O)C)O)C)O)F)C,-7.3
Cloxazolam,24166-13-0,Clc1ccc2NC(=O)CN3CCOC3(c4ccccc4Cl)c2c1,-7.3
Flunarizine,40218-96-0,Fc1ccc(cc1)C(N2CCN(CC2)C\C=C\c3ccccc3)c4ccc(F)cc4,-7.3
Chlordiazepoxide hydrochloride,438-41-5,CN=C1CN(C(=C2C=C(C=CC2=N1)Cl)C3=CC=CC=C3)O.Cl,-7.3
Bile acid,-,CC(CCC(=O)O)C1CCC2C1(C(CC3C2C(CC4C3(CCC(C4)O)C)O)O)C,-7.3
Metolazone,17560-51-9,CC1Nc2cc(Cl)c(cc2C(=O)N1c3ccccc3C)[S](N)(=O)=O,-7.3
Loperamide hydrochloride,34552-83-5,CN(C)C(=O)C(CCN1CCC(CC1)(C2=CC=C(C=C2)Cl)O)(C3=CC=CC=C3)C4=CC=CC=C4.Cl,-7.3
Morphine hydrochloride,52-26-6,CN1CCC23C4C1CC5=C2C(=C(C=C5)O)OC3C(C=C4)O.Cl,-7.3
Barnidipine hydrochloride,104757-53-1,CC1=C(C(C(=C(N1)C)C(=O)OC2CCN(C2)CC3=CC=CC=C3)C4=CC(=CC=C4)[N+](=O)[O-])C(=O)OC.Cl,-7.3
Pioglitazone,111025-46-8,CCc1ccc(CCOc2ccc(CC3SC(=O)NC3=O)cc2)nc1,-7.3
Mianserin hydrochloride,21535-47-7,CN1CCN2C(C1)C3=CC=CC=C3CC4=CC=CC=C42.Cl,-7.3
Ketoprofen,22071-15-4,CC(C(O)=O)c1cccc(c1)C(=O)c2ccccc2,-7.3
Nalbuphine hydrochloride,23277-43-2,C1CC(C1)CN2CCC34C5C(CCC3(C2CC6=C4C(=C(C=C6)O)O5)O)O.Cl,-7.3
Epinastine hydrochloride,108929-04-0,C1C2C3=CC=CC=C3CC4=CC=CC=C4N2C(=N1)N.Cl,-7.3
Zinacef,55268-75-2,[Na+].CO\N=C(C(=O)N[C@H]1[C@H]2SCC(=C(N2C1=O)C([O-])=O)COC(N)=O)\c3occc3,-7.3
Erythromycin ethylsuccinate,1264-62-6,CCC1C(C(C(C(=O)C(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)OC(=O)CCC(=O)OCC)(C)O)C)C)O)(C)O,-7.3
Nimetazepam,2011-67-8,CN1C(=O)CN=C(c2ccccc2)c3cc(ccc13)[N+]([O-])=O,-7.3
Diflucortolone valerate,59198-70-8,CCCCC(=O)OCC(=O)C1C(CC2C1(CC(C3(C2CC(C4=CC(=O)C=CC43C)F)F)O)C)C,-7.3
Deoxycorticosterone acetate,56-47-3,CC(=O)OCC(=O)C1CCC2C1(CCC3C2CCC4=CC(=O)CCC34C)C,-7.3
Cholic Acid,81-25-4,CC(CCC(=O)O)C1CCC2C1(C(CC3C2C(CC4C3(CCC(C4)O)C)O)O)C,-7.3
Dapagliflozin,461432-26-8,CCOC1=CC=C(C=C1)CC2=C(C=CC(=C2)C3C(C(C(C(O3)CO)O)O)O)Cl,-7.3
Belinostat (PXD101),414864-00-9,C1=CC=C(C=C1)NS(=O)(=O)C2=CC=CC(=C2)C=CC(=O)NO,-7.3
Vecuronium bromide,50700-72-6,CC(=O)OC1CC2CCC3C(C2(CC1N4CCCCC4)C)CCC5(C3CC(C5OC(=O)C)[N+]6(CCCCC6)C)C.[Br-],-7.3
Ritonavir,155213-67-5,CC(C)[C@H](NC(=O)N(C)Cc1csc(n1)C(C)C)C(=O)N[C@H](C[C@H](O)[C@H](Cc2ccccc2)NC(=O)OCc3scnc3)Cc4ccccc4,-7.3
Carprofen,53716-49-7,CC(C(O)=O)c1ccc2c([nH]c3ccc(Cl)cc23)c1,-7.3
Trifluoperazine dihydrochloride,440-17-5,CN1CCN(CC1)CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F.Cl.Cl,-7.3
Rivaroxaban,366789-02-8,Clc1sc(cc1)C(=O)NCC2CN(C(=O)O2)c3ccc(cc3)N4CCOCC4=O,-7.3
Topotecan hydrochloride,119413-54-6,CCC1(C2=C(COC1=O)C(=O)N3CC4=CC5=C(C=CC(=C5CN(C)C)O)N=C4C3=C2)O.Cl,-7.3
Beclomethasone dipropionate,1327543,CCC(=O)OCC(=O)C1(C(CC2C1(CC(C3(C2CCC4=CC(=O)C=CC43C)Cl)O)C)C)OC(=O)CC,-7.3
Vitamin D2,50-14-6,CC(C)C(C)C=CC(C)C1CCC2C1(CCCC2=CC=C3CC(CCC3=C)O)C,-7.3
Ethynodiol diacetate,297-76-7,CC(=O)OC1CCC2C3CCC4(C(C3CCC2=C1)CCC4(C#C)OC(=O)C)C,-7.3
Dexamethason acetate,1177-87-3,CC.CC1CC2C3CCC4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)COC(=O)C)O)C)O)F)C,-7.3
Progesterone,57-83-0,CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,-7.3
Linagliptin,668270-12-0,CC#CCN1C2=C(N=C1N3CCCC(C3)N)N(C(=O)N(C2=O)CC4=NC5=CC=CC=C5C(=N4)C)C,-7.3
Voriconazole,137234-62-9,C[C@@H](c1ncncc1F)[C@](O)(Cn2cncn2)c3ccc(F)cc3F,-7.3
Atazanavir,198904-31-3,COC(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)CN(Cc2ccc(cc2)c3ccccn3)NC(=O)[C@@H](NC(=O)OC)C(C)(C)C)C(C)(C)C,-7.3
Vardenafil hydrochloride Trihydrate,224785-90-4,CCCC1=NC(=C2N1N=C(NC2=O)C3=C(C=CC(=C3)S(=O)(=O)N4CCN(CC4)CC)OCC)C.O.O.O.Cl,-7.3
Cetirizine dihydrochloride,83881-52-1,C1CN(CCN1CCOCC(=O)O)C(C2=CC=CC=C2)C3=CC=C(C=C3)Cl.Cl.Cl,-7.3
Telithromycin,191114-48-4,CC[C@H]1OC(=O)[C@@H](C)C(=O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@@](C)(C[C@@H](C)C(=O)[C@H](C)[C@H]3N(CCCCn4cnc(c4)c5cccnc5)C(=O)O[C@]13C)OC,-7.2
Rivaroxaban,366789-02-8,Clc1sc(cc1)C(=O)NCC2CN(C(=O)O2)c3ccc(cc3)N4CCOCC4=O,-7.2
Rifampin,13292-46-1,CC1C=CC=C(C(=O)NC2=C(C(=C3C(=C2O)C(=C(C4=C3C(=O)C(O4)(OC=CC(C(C(C(C(C(C1O)C)O)C)OC(=O)C)C)OC)C)C)O)O)C=NN5CCN(CC5)C)C,-7.2
(S)-Bicalutamide,113299-38-0,CC(CS(=O)(=O)C1=CC=C(C=C1)F)(C(=O)NC2=CC(=C(C=C2)C#N)C(F)(F)F)O,-7.2
Ivacaftor,873054-44-5,CC(C)(C)C1=CC(=C(C=C1NC(=O)C2=CNC3=CC=CC=C3C2=O)O)C(C)(C)C,-7.2
Polydatin,27208-80-6,OC[C@H]1O[C@@H](Oc2cc(O)cc(\C=C\c3ccc(O)cc3)c2)[C@H](O)[C@@H](O)[C@@H]1O,-7.2
Estrone sulfate,481-97-0,CC12CCC3C(C1CCC2=O)CCC4=C3C=CC(=C4)OS(=O)(=O)O,-7.2
Meloxicam,71125-38-7,CN1C(=C(/O)Nc2sc(C)cn2)/C(=O)c3ccccc3[S]1(=O)=O,-7.2
Fluorometholone,426-13-1,C[C@H]1C[C@H]2[C@@H]3CC[C@](O)(C(C)=O)[C@@]3(C)C[C@H](O)[C@]2(F)[C@@]4(C)C=CC(=O)C=C14,-7.2
Nafcillin,147-52-4,[Na+].CCOc1ccc2ccccc2c1C(=O)N[C@H]3[C@H]4SC(C)(C)[C@@H](N4C3=O)C([O-])=O,-7.2
Spironolactone,52-01-7,CC(=O)S[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@H]3CC[C@@]4(C)[C@@H](CC[C@@]45CCC(=O)O5)[C@H]13,-7.2
Selexipag,475086-01-2,CC(C)N(CCCCOCC(=O)NS(=O)(=O)C)C1=CN=C(C(=N1)C2=CC=CC=C2)C3=CC=CC=C3,-7.2
"Atorvastatin, (3S,5R)-",887324-52-9,CC(C)C1=C(C(=C(N1CCC(CC(CC(=O)O)O)O)C2=CC=C(C=C2)F)C3=CC=CC=C3)C(=O)NC4=CC=CC=C4,-7.2
"[4-(4-Amino-6,7-Dimethoxyquinazolin-2-Yl)piperazin-1-Yl][(2r)-Tetrahydrofuran-2-Yl]methanone",-,COc1cc2nc(nc(N)c2cc1OC)N3CCN(CC3)C(=O)[C@H]4CCCO4,-7.2
Desonide,638-94-8,CC1(C)O[C@@H]2C[C@H]3C4CCC5=CC(=O)C=CC5(C)[C@H]4C(O)CC3(C)[C@@]2(O1)C(=O)CO,-7.2
Deoxycholic acid,83-44-3,CC(CCC(=O)O)C1CCC2C1(C(CC3C2CCC4C3(CCC(C4)O)C)O)C,-7.2
Ergocalciferol,50-14-6,CC(C)[C@@H](C)/C=C/[C@@H](C)[C@H]1CC[C@H]2\C(CCC[C@]12C)=C\C=C3/C[C@@H](O)CCC3=C,-7.2
Methylergonovine,113-42-8,CC[C@@H](CO)NC(=O)[C@H]1CN(C)[C@@H]2Cc3c[nH]c4cccc(C2=C1)c34,-7.2
Buspirone,36505-84-7,O=C1CC2(CCCC2)CC(=O)N1CCCCN3CCN(CC3)c4ncccn4,-7.2
Oxandrolone,53-39-4,C[C@]1(O)CC[C@H]2[C@@H]3CC[C@H]4CC(=O)OC[C@]4(C)[C@H]3CC[C@]12C,-7.2
"(2S)-7-Chloro-2-methyl-3-(2-methylphenyl)-4-oxo-1,2-dihydroquinazoline-6-sulfonamide",-,C[C@H]1Nc2cc(Cl)c(cc2C(=O)N1c3ccccc3C)[S](N)(=O)=O,-7.2
Ceftibuten,97519-39-6,O.O.Nc1scc(n1)\C(=C\CC(O)=O)C(=O)N[C@H]2[C@H]3SCC=C(N3C2=O)C(O)=O,-7.2
Estradiol,50-28-2,C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CC[C@@H]2O,-7.2
Oxcarbazepine,28721-07-5,NC(=O)N1c2ccccc2CC(=O)c3ccccc13,-7.2
(2E)-3-[6-[(1Z)-1-(4-Methylphenyl)-3-(1-pyrrolidinyl)-1-propen-1-yl]-2-pyridinyl]-2-propenoic acid,-,CC1=CC=C(C=C1)C(=CCN2CCCC2)C3=CC=CC(=N3)C=CC(=O)O,-7.2
"(2S,4S)-4-Cyclohexyl-1-[2-[[(1R)-2-methyl-1-propanoyloxypropoxy]-(4-phenylbutyl)phosphoryl]acetyl]pyrrolidine-2-carboxylic acid",-,CCC(=O)OC(C(C)C)OP(=O)(CCCCC1=CC=CC=C1)CC(=O)N2CC(CC2C(=O)O)C3CCCCC3,-7.2
Travoprost,157283-68-6,CC(C)OC(=O)CCC\C=C/C[C@H]1[C@@H](O)C[C@@H](O)[C@@H]1\C=C\[C@@H](O)COc2cccc(c2)C(F)(F)F,-7.2
